Make,Model,Year,PRA No.,,Issue,Description
Mercedes-Benz,Vito,2012,2018/16910,,AirBag,
Mercedes-Benz,Vito,2013,2018/16910,,AirBag,
Mercedes-Benz,Vito,2014,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2006,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2007,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2008,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2009,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2010,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2011,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2012,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2013,2018/16910,,AirBag,
Mercedes-Benz,Viano ,2014,2018/16910,,AirBag,
Mercedes-Benz,Valente,2006,2018/16910,,AirBag,
Mercedes-Benz,Valente,2007,2018/16910,,AirBag,
Mercedes-Benz,Valente,2008,2018/16910,,AirBag,
Mercedes-Benz,Valente,2009,2018/16910,,AirBag,
Mercedes-Benz,Valente,2010,2018/16910,,AirBag,
Mercedes-Benz,Valente,2011,2018/16910,,AirBag,
Mercedes-Benz,Valente,2012,2018/16910,,AirBag,
Mercedes-Benz,Valente,2013,2018/16910,,AirBag,
Mercedes-Benz,Valente,2014,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2006,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2007,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2008,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2009,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2010,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2011,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2012,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2013,2018/16910,,AirBag,
Mercedes-Benz,Vito ES Edition,2014,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2006,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2007,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2008,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2009,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2010,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2011,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2012,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2013,2018/16910,,AirBag,
Mercedes-Benz,Viano ES Edition,2014,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2006,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2007,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2008,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2009,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2010,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2011,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2012,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2013,2018/16910,,AirBag,
Mercedes-Benz,Valente ES Edition,2014,2018/16910,,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2006,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2007,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2008,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2009,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2010,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2011,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2012,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2013,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2014,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2015,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2016,"2018/17168, 2018/17169",,AirBag,
Mercedes-Benz,906 Series Sprinter ES Edition,2017,"2018/17168, 2018/17169",,AirBag,
,,,,,,
Mitsubishi,GA,2010,2017/15990,,AirBag,
Mitsubishi,GA,2011,2017/15990,,AirBag,
Mitsubishi,GB i-MiEV,2010,2017/15990,,AirBag,
Mitsubishi,GB i-MiEV,2011,2017/15990,,AirBag,
Mitsubishi,Lancer,2003,"2015/14936, 2018/16731",,AirBag,
Mitsubishi,Lancer,2004,"2015/14936, 2018/16731",,AirBag,
Mitsubishi,Lancer,2005,"2015/14936, 2018/16731",,AirBag,
Mitsubishi,Lancer,2006,"2015/14936, 2018/16731",,AirBag,
Mitsubishi,Lancer,2007,"2015/14936, 2018/16731",,AirBag,
Mitsubishi,Lancer,2008,"2015/14936, 2018/16731",,AirBag,
Mitsubishi,Lancer,2016,2018/17024,,AirBag,
Mitsubishi,Lancer,2017,2018/17024,,AirBag,
Mitsubishi,ML Triton,2007,2016/15523,,AirBag,
Mitsubishi,ML Triton,2008,2016/15523,,AirBag,
Mitsubishi,ML Triton,2009,2016/15523,,AirBag,
Mitsubishi,ML Triton,2010,2016/15523,,AirBag,
Mitsubishi,ML Triton,2011,2016/15523,,AirBag,
Mitsubishi,ML Triton,2012,2016/15523,,AirBag,
Mitsubishi,ML Triton,2013,2016/15523,,AirBag,
Mitsubishi,ML Triton,2014,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2007,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2008,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2009,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2010,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2011,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2012,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2013,2016/15523,,AirBag,
Mitsubishi,MN Triton ,2014,2016/15523,,AirBag,
Mitsubishi,Pajero NS,2006,2017/15991,,AirBag,
Mitsubishi,Pajero NS,2007,"2016/15617, 2017/15991",,AirBag,
Mitsubishi,Pajero NS,2008,"2016/15617, 2017/15991",,AirBag,
Mitsubishi,Pajero NS,2009,"2016/15617, 2017/15991",,AirBag,
Mitsubishi,Pajero NS,2010,2016/15617,,AirBag,
Mitsubishi,Pajero NS,2011,2016/15617,,AirBag,
Mitsubishi,Pajero NS,2012,2016/15617,,AirBag,
Mitsubishi,Pajero NS,2013,2016/15617,,AirBag,
Mitsubishi,Pajero NS,2014,2016/15617,,AirBag,
Mitsubishi,Pajero NS,2015,2016/15617,,AirBag,
Mitsubishi,Pajero NS,2016,2016/15617,,AirBag,
Mitsubishi,Parejo NT,2006,2017/15991,,AirBag,
Mitsubishi,Pajero NT ,2007,"2016/15617, 2017/15991",,AirBag,
Mitsubishi,Pajero NT ,2008,"2016/15617, 2017/15991",,AirBag,
Mitsubishi,Pajero NT ,2009,"2016/15617, 2017/15991",,AirBag,
Mitsubishi,Pajero NT ,2010,"2016/15617, 2017/16025",,AirBag,
Mitsubishi,Pajero NT ,2011,"2016/15617, 2017/16025",,AirBag,
Mitsubishi,Pajero NT ,2012,"2016/15617, 2017/16025",,AirBag,
Mitsubishi,Pajero NT ,2013,2016/15617,,AirBag,
Mitsubishi,Pajero NT ,2014,2016/15617,,AirBag,
Mitsubishi,Pajero NT ,2015,2016/15617,,AirBag,
Mitsubishi,Pajero NT ,2016,2016/15617,,AirBag,
Mitsubishi,Pajero NW ,2007,2016/15617,,AirBag,
Mitsubishi,Pajero NW ,2008,2016/15617,,AirBag,
Mitsubishi,Pajero NW ,2009,2016/15617,,AirBag,
Mitsubishi,Pajero NW ,2010,"2016/15617, 2017/16025",,AirBag,
Mitsubishi,Pajero NW ,2011,"2016/15617, 2017/16025",,AirBag,
Mitsubishi,Pajero NW ,2012,"2016/15617, 2017/16025",,AirBag,
Mitsubishi,Pajero NW ,2013,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NW ,2014,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NW ,2015,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NW ,2016,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NW ,2017,2017/16465,,AirBag,
Mitsubishi,Pajero NX,2007,2016/15617,,AirBag,
Mitsubishi,Pajero NX,2008,2016/15617,,AirBag,
Mitsubishi,Pajero NX,2009,2016/15617,,AirBag,
Mitsubishi,Pajero NX,2010,2016/15617,,AirBag,
Mitsubishi,Pajero NX,2011,2016/15617,,AirBag,
Mitsubishi,Pajero NX,2012,2016/15617,,AirBag,
Mitsubishi,Pajero NX,2013,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NX,2014,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NX,2015,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NX,2016,"2016/15617, 2017/16465",,AirBag,
Mitsubishi,Pajero NX,2017,2017/16465,,AirBag,
Mitsubishi,Delica,2016,2018/17024,,AirBag,
Mitsubishi,Delica,2017,2018/17024,,AirBag,
,,,,,,
Nissan,N16 Pulsar,2000,2013/13542,,AirBag,
Nissan,N16 Pulsar,2001,"2010/11761, 2013/13542, 2014/14182, 2017/15940, 2018/17163",,AirBag,
Nissan,N16 Pulsar,2002,"2013/13542, 2014/14182, 2018/17163",,AirBag,
Nissan,N16 Pulsar,2003,"2013/13542, 2014/14182, 2015/14751, 2018/17163",,AirBag,
Nissan,N16 Pulsar,2004,"2013/13542, 2015/14752, 2018/17163",,AirBag,
Nissan,N16 Pulsar,2005,"2015/14752, 2018/17163",,AirBag,
Nissan,N16 Pulsar,2006,"2015/14752, 2018/17163",,AirBag,
Nissan,N16 Pulsar,2007,"2015/14752, 2018/17163",,AirBag,
Nissan,N16 Pulsar,2008,2018/17163,,AirBag,
Nissan,Y61 Patrol,2000,2013/13542,,AirBag,
Nissan,Y61 Patrol,2001,"2010/11761, 2013/13542, 2014/14182, 2017/15940, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2002,"2013/13542, 2014/14182, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2003,"2013/13542, 2014/14182, 2015/14751, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2004,"2013/13542, 2015/14752, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2005,"2015/14752, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2006,"2015/14752, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2007,"2015/14752, 2015/14821, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2008,"2015/14821, 2018/17163",,AirBag,
Nissan,Y61 Patrol,2009,2016/15769,,AirBag,
Nissan,Y61 Patrol,2010,2016/15769,,AirBag,
Nissan,Y61 Patrol,2011,2016/15769,,AirBag,
Nissan,Y61 Patrol,2012,2016/15769,,AirBag,
Nissan,Y61 Patrol,2013,2018/17086,,AirBag,
Nissan,Y61 Patrol,2014,2018/17086,,AirBag,
Nissan,Y61 Patrol,2015,2018/17086,,AirBag,
Nissan,Y61 Patrol,2016,2018/17086,,AirBag,
Nissan,D22 Navara,2000,2013/13542,,AirBag,
Nissan,D22 Navara,2001,"2013/13542, 2014/14182, 2018/17163",,AirBag,
Nissan,D22 Navara,2002,"2013/13542, 2014/14182, 2018/17163",,AirBag,
Nissan,D22 Navara,2003,"2013/13542, 2014/14182, 2015/14751, 2018/17163",,AirBag,
Nissan,D22 Navara,2004,"2013/13542, 2015/14752, 2018/17163",,AirBag,
Nissan,D22 Navara,2005,"2015/14752, 2018/17163",,AirBag,
Nissan,D22 Navara,2006,"2015/14752, 2018/17163",,AirBag,
Nissan,D22 Navara,2007,"2015/14752, 2015/14821, 2018/17163",,AirBag,
Nissan,D22 Navara,2008,"2015/14821, 2016/15769, 2018/17163",,AirBag,
Nissan,D22 Navara,2009,2016/15769,,AirBag,
Nissan,D22 Navara,2010,2016/15769,,AirBag,
Nissan,D22 Navara,2011,2016/15769,,AirBag,
Nissan,D22 Navara,2012,2016/15769,,AirBag,
Nissan,D22 Navara,2013,2018/17086,,AirBag,
Nissan,D22 Navara,2014,2018/17086,,AirBag,
Nissan,D22 Navara,2015,2018/17086,,AirBag,
Nissan,T30 X-Trail,2000,2013/13542,,AirBag,
Nissan,T30 X-Trail,2001,"2013/13542, 2014/14182, 2018/17163",,AirBag,
Nissan,T30 X-Trail,2002,"2013/13542, 2014/14182, 2018/17163",,AirBag,
Nissan,T30 X-Trail,2003,"2013/13542, 2014/14182, 2015/14751, 2018/17163",,AirBag,
Nissan,T30 X-Trail,2004,"2013/13542, 2015/14752, 2018/17163",,AirBag,
Nissan,T30 X-Trail,2005,"2015/14752, 2018/17163",,AirBag,
Nissan,T30 X-Trail,2006,"2015/14752, 2018/17163",,AirBag,
Nissan,T30 X-Trail,2007,"2015/14752, 2015/14821 2018/17163",,AirBag,
Nissan,T30 X-Trail,2008,"2015/14821, 2018/17163",,AirBag,
Nissan,J31 Maxima ,2001,2018/17163,,AirBag,
Nissan,J31 Maxima ,2002,2018/17163,,AirBag,
Nissan,J31 Maxima ,2003,"2015/14751, 2018/17163",,AirBag,
Nissan,J31 Maxima ,2004,"2015/14752, 2018/17163",,AirBag,
Nissan,J31 Maxima ,2005,"2015/14752, 2018/17163",,AirBag,
Nissan,J31 Maxima ,2006,"2015/14752, 2018/17163",,AirBag,
Nissan,J31 Maxima ,2007,"2015/14752, 2015/14821, 2018/17163",,AirBag,
Nissan,J31 Maxima ,2008,"2015/14821, 2018/17163",,AirBag,
Nissan,D40 Navara,2006,2017/16363,,AirBag,
Nissan,D40 Navara,2007,2017/16363,,AirBag,
Nissan,D40 Navara,2008,"2016/15228, 2017/16363",,AirBag,
Nissan,D40 Navara,2009,"2016/15228, 2017/16363",,AirBag,
Nissan,D40 Navara,2010,"2016/15228, 2017/16363",,AirBag,
Nissan,D40 Navara,2011,"2016/15228, 2017/16363",,AirBag,
Nissan,D40 Navara,2012,"2016/15228, 2017/16363",,AirBag,
Nissan,D40 Navara,2013,"2016/15228, 2017/16363",,AirBag,
Nissan,D40 Navara,2014,"2016/15228, 2017/16363",,AirBag,
Nissan,D40 Navara,2015,2017/16363,,AirBag,
Nissan,C11 Tiida,2006,"2016/15383, 2017/16363",,AirBag,
Nissan,C11 Tiida,2007,"2016/15383, 2017/16363",,AirBag,
Nissan,C11 Tiida,2008,"2016/15383, 2017/16363",,AirBag,
Nissan,C11 Tiida,2009,"2016/15383, 2017/16363",,AirBag,
Nissan,C11 Tiida,2010,"2016/15383, 2017/16363",,AirBag,
Nissan,C11 Tiida,2011,"2016/15383, 2017/16363",,AirBag,
Nissan,C11 Tiida,2012,"2016/15383, 2017/16363",,AirBag,
Nissan,C11 Tiida,2013,2017/16363,,AirBag,
Nissan,C11 Tiida,2014,2017/16363,,AirBag,
Nissan,C11 Tiida,2015,2017/16363,,AirBag,
,,,,,,
Performax,Silverado ,2007,2015/14789,,AirBag,
Performax,Silverado ,2008,2015/14789,,AirBag,
Performax,Sierra,2007,2015/14789,,AirBag,
Performax,Sierra,2008,2015/14789,,AirBag,
Performax,Mustang,2007,2015/14789,,AirBag,
Performax,Mustang,2008,2015/14789,,AirBag,
,,,,,,
Skoda ,Fabia II ,2014,2018/16909,,AirBag,
Skoda ,Fabia II ,2015,2018/16909,,AirBag,
Skoda ,Fabia II ,2016,2018/16909,,AirBag,
Skoda ,Fabia II ,2017,2018/16909,,AirBag,
Skoda ,Fabia II ,2018,2018/16909,,AirBag,
Skoda ,Fabia III,2014,2018/16909,,AirBag,
Skoda ,Fabia III,2015,2018/16909,,AirBag,
Skoda ,Fabia III,2016,2018/16909,,AirBag,
Skoda ,Fabia III,2017,2018/16909,,AirBag,
Skoda ,Fabia III,2018,2018/16909,,AirBag,
Skoda ,Roomster,2004,2018/16909,,AirBag,
Skoda ,Rapid,2014,2018/16909,,AirBag,
Skoda ,Rapid,2015,2018/16909,,AirBag,
Skoda ,Rapid,2016,2018/16909,,AirBag,
Skoda ,Rapid,2017,2018/16909,,AirBag,
Skoda ,Rapid,2018,2018/16909,,AirBag,
Skoda ,Yeti,2014,2018/16909,,AirBag,
Skoda ,Yeti,2015,2018/16909,,AirBag,
Skoda ,Yeti,2016,2018/16909,,AirBag,
Skoda ,Yeti,2017,2018/16909,,AirBag,
Skoda ,Yeti,2018,2018/16909,,AirBag,
Skoda ,Octavia III,2014,2018/16909,,AirBag,
Skoda ,Octavia III,2015,2018/16909,,AirBag,
Skoda ,Octavia III,2016,2018/16909,,AirBag,
Skoda ,Octavia III,2017,2018/16909,,AirBag,
Skoda ,Octavia III,2018,2018/16909,,AirBag,
Skoda ,Superb II,2014,2018/16909,,AirBag,
Skoda ,Superb II,2015,2018/16909,,AirBag,
Skoda ,Superb II,2016,2018/16909,,AirBag,
Skoda ,Superb II,2017,2018/16909,,AirBag,
Skoda ,Superb II,2018,2018/16909,,AirBag,
Skoda ,Superb III,2014,2018/16909,,AirBag,
Skoda ,Superb III,2015,2018/16909,,AirBag,
Skoda ,Superb III,2016,2018/16909,,AirBag,
Skoda ,Superb III,2017,2018/16909,,AirBag,
Skoda ,Superb III,2018,2018/16909,,AirBag,
Skoda ,Kodiaq,2014,2018/16909,,AirBag,
Skoda ,Kodiaq,2015,2018/16909,,AirBag,
Skoda ,Kodiaq,2016,2018/16909,,AirBag,
Skoda ,Kodiaq,2017,2018/16909,,AirBag,
Skoda ,Kodiaq,2018,2018/16909,,AirBag,
,,,,,,
Subaru ,Impreza,2004,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2005,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2006,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2007,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2008,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2009,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2010,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2011,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2012,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2013,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Impreza,2014,"2015/14715, 2017/17508, 2019/17508",,AirBag,
Subaru ,Tribeca,2004,2016/15507,,AirBag,
Subaru ,Tribeca,2005,2016/15507,,AirBag,
Subaru ,Tribeca,2006,2016/15507,,AirBag,
Subaru ,Tribeca,2007,2016/15507,,AirBag,
Subaru ,Tribeca,2008,2016/15507,,AirBag,
Subaru ,Tribeca,2009,2016/15507,,AirBag,
Subaru ,Tribeca,2010,2016/15507,,AirBag,
Subaru ,Tribeca,2011,2016/15507,,AirBag,
Subaru ,Tribeca,2012,2016/15507,,AirBag,
Subaru ,Tribeca,2013,2016/15507,,AirBag,
Subaru ,Liberty,2004,2016/15507,,AirBag,
Subaru ,Liberty,2005,2016/15507,,AirBag,
Subaru ,Liberty,2006,2016/15507,,AirBag,
Subaru ,Liberty,2007,2016/15507,,AirBag,
Subaru ,Liberty,2008,2016/15507,,AirBag,
Subaru ,Liberty,2009,2016/15507,,AirBag,
Subaru ,Liberty,2010,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Liberty,2011,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Liberty,2012,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Liberty,2013,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Liberty,2014,"2017/16013, 2017/17508",,AirBag,
Subaru ,Outback,2004,2016/15507,,AirBag,
Subaru ,Outback,2005,2016/15507,,AirBag,
Subaru ,Outback,2006,2016/15507,,AirBag,
Subaru ,Outback,2007,2016/15507,,AirBag,
Subaru ,Outback,2008,2016/15507,,AirBag,
Subaru ,Outback,2009,2016/15507,,AirBag,
Subaru ,Outback,2010,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Outback,2011,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Outback,2012,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Outback,2013,"2016/15507, 2017/16013, 2017/17508",,AirBag,
Subaru ,Outback,2014,"2017/16013, 2017/17508",,AirBag,
Subaru ,Forester,2008,2016/15766,,AirBag,
Subaru ,Forester,2009,"2016/15766, 2017/17508",,AirBag,
Subaru ,Forester,2010,"2016/15766, 2017/17508",,AirBag,
Subaru ,Forester,2011,"2016/15766, 2017/17508",,AirBag,
Subaru ,Forester,2012,"2016/15766, 2017/17508",,AirBag,
Subaru ,Forester,2013,2016/15766,,AirBag,
Subaru ,Forester,2014,2016/15766,,AirBag,
Subaru ,Impreza WRX,2004,2019/17508,,AirBag,
Subaru ,Impreza WRX,2005,2019/17508,,AirBag,
Subaru ,Impreza WRX,2006,2019/17508,,AirBag,
Subaru ,Impreza WRX,2007,2019/17508,,AirBag,
Subaru ,Impreza WRX,2008,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX,2009,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX,2010,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX,2011,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX,2012,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX,2013,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX,2014,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX STI,2004,2019/17508,,AirBag,
Subaru ,Impreza WRX STI,2005,2019/17508,,AirBag,
Subaru ,Impreza WRX STI,2006,2019/17508,,AirBag,
Subaru ,Impreza WRX STI,2007,2019/17508,,AirBag,
Subaru ,Impreza WRX STI,2008,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX STI,2009,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX STI,2010,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX STI,2011,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX STI,2012,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX STI,2013,"2016/15766, 2019/17508",,AirBag,
Subaru ,Impreza WRX STI,2014,"2016/15766, 2019/17508",,AirBag,
Subaru ,Exiga,2010,2017/16012,,AirBag,
Subaru ,Exiga,2011,2017/16012,,AirBag,
Subaru ,Exiga,2012,2017/16012,,AirBag,
Subaru ,Exiga,2013,2017/16012,,AirBag,
Subaru ,Exiga,2014,2017/16012,,AirBag,
Subaru ,Exiga,2015,2017/16012,,AirBag,
,,,,,,
Tesla,Model S,2014,2019/17269,,AirBag,
Tesla,Model S,2015,2019/17269,,AirBag,
Tesla,Model S,2016,2019/17269,,AirBag,
,,,,,,
Toyota,Corolla,2000,2013/13544,,AirBag,
Toyota,Corolla,2001,"2013/13544, 2019/17788",,AirBag,
Toyota,Corolla,2002,"2013/13544, 2019/17788",,AirBag,
Toyota,Corolla,2003,"2013/13544, 2015/14701, 2019/17788",,AirBag,
Toyota,Corolla,2004,"2013/13544, 2015/14701, 2019/17788",,AirBag,
Toyota,Corolla,2005,"2015/14701, 2019/17788",,AirBag,
Toyota,Corolla,2006,"2015/14701, 2016/15709, 2019/17788",,AirBag,
Toyota,Corolla,2007,"2015/14701, 2016/15709, 2019/17788",,AirBag,
Toyota,Corolla,2008,"2016/15709, 2019/17788",,AirBag,
Toyota,Corolla,2009,"2016/15709, 2019/17788",,AirBag,
Toyota,Corolla,2010,"2016/15709, 2017/16010, 2019/17788",,AirBag,
Toyota,Corolla,2011,"2016/15709, 2017/16010, 2019/17788",,AirBag,
Toyota,Corolla,2012,2017/16010,,AirBag,
Toyota,Corolla,2013,2018/16715,,AirBag,
Toyota,Avensis Verso,2000,2013/13544,,AirBag,
Toyota,Avensis Verso,2001,2013/13544,,AirBag,
Toyota,Avensis Verso,2002,2013/13544,,AirBag,
Toyota,Avensis Verso,2003,"2013/13544, 2015/14701",,AirBag,
Toyota,Avensis Verso,2004,"2013/13544, 2015/14701",,AirBag,
Toyota,Avensis Verso,2005,2015/14701,,AirBag,
Toyota,Avensis Verso,2006,"2015/14701, 2016/15709",,AirBag,
Toyota,Avensis Verso,2007,"2015/14701, 2015/14794, 2016/15709",,AirBag,
Toyota,Avensis Verso,2008,"2015/14794, 2016/15709",,AirBag,
Toyota,Avensis Verso,2009,2016/15709,,AirBag,
Toyota,Avensis Verso,2010,2016/15709,,AirBag,
Toyota,Avensis Verso,2011,2016/15709,,AirBag,
Toyota,Echo,2002,"2014/14456, 2017/16014",,AirBag,
Toyota,Echo,2003,"2014/14456, 2015/14700, 2017/16014",,AirBag,
Toyota,Echo,2004,2015/14700,,AirBag,
Toyota,Echo,2005,2015/14700,,AirBag,
Toyota,Rav 4,2002,"2014/14456, 2017/16014",,AirBag,
Toyota,Rav 4,2003,"2014/14456, 2015/14700, 2017/16014",,AirBag,
Toyota,Rav 4,2004,2015/14700,,AirBag,
Toyota,Rav 4,2005,2015/14700,,AirBag,
Toyota,Yaris,2003,2015/14701,,AirBag,
Toyota,Yaris,2004,2015/14701,,AirBag,
Toyota,Yaris,2005,2015/14701,,AirBag,
Toyota,Yaris,2006,"2015/14701, 2016/15709",,AirBag,
Toyota,Yaris,2007,"2015/14701, 2015/14794, 2016/15709",,AirBag,
Toyota,Yaris,2008,"2015/14794, 2016/15709",,AirBag,
Toyota,Yaris,2009,2016/15709,,AirBag,
Toyota,Yaris,2010,"2016/15709, 2017/16010",,AirBag,
Toyota,Yaris,2011,"2016/15709, 2017/16010",,AirBag,
Toyota,Yaris,2012,2017/16010,,AirBag,
Toyota,Yaris,2013,2018/16715,,AirBag,
Toyota,Rukus ,2010,2017/16010,,AirBag,
Toyota,Rukus ,2011,2017/16010,,AirBag,
Toyota,Rukus ,2012,2017/16010,,AirBag,
Toyota,Rukus ,2013,2018/16715,,AirBag,
Toyota,Rukus ,2014,2019/17283,,AirBag,
Toyota,Rukus ,2015,2019/17283,,AirBag,
Toyota,Rukus ,2016,2019/17283,,AirBag,
Toyota,Corolla ZZE122,2001,2018/17146,,AirBag,
Toyota,Corolla ZZE122,2002,2018/17146,,AirBag,
Toyota,Corolla ZZE122,2003,"2018/17146, 2020/18579",,AirBag,
Toyota,Corolla ZZE122,2004,"2018/17141, 2018/17146, 2020/18579",,AirBag,
Toyota,Corolla ZZE122,2005,"2018/17141, 2018/17146, 2020/18579",,AirBag,
Toyota,Corolla ZZE122,2006,"2018/17141, 2018/17146",,AirBag,
Toyota,Corolla ZZE122,2007,"2018/17141, 2018/17146",,AirBag,
Toyota,Corolla ZZE121,2001,2018/17146,,AirBag,
Toyota,Corolla ZZE121,2002,2018/17146,,AirBag,
Toyota,Corolla ZZE121,2003,2018/17146,,AirBag,
Toyota,Corolla ZZE121,2004,2018/17146,,AirBag,
Toyota,Corolla ZZE121,2005,2018/17146,,AirBag,
Toyota,Corolla ZZE121,2006,2018/17146,,AirBag,
Toyota,Corolla ZZE121,2007,2018/17146,,AirBag,
Toyota,Corolla ZZE123,2001,2018/17146,,AirBag,
Toyota,Corolla ZZE123,2002,2018/17146,,AirBag,
Toyota,Corolla ZZE123,2003,"2018/17146, 2020/18579",,AirBag,
Toyota,Corolla ZZE123,2004,"2018/17146, 2020/18579",,AirBag,
Toyota,Corolla ZZE123,2005,"2018/17146, 2020/18579",,AirBag,
